dguid,alt_geo_code,geo_level,geo_name,parent_dguid
2021A00054621040,4621040,census subdivision,"Opaskwayak Cree Nation 21I, Indian reserve (IRI)",2021A00034621
2021A00054621043,4621043,census subdivision,"Opaskwayak Cree Nation 21E, Indian reserve (IRI)",2021A00034621
2021A00054621045,4621045,census subdivision,"The Pas, Town (T)",2021A00034621
2021A00054621052,4621052,census subdivision,"Kelsey, Rural municipality (RM)",2021A00034621
2021A00054621058,4621058,census subdivision,"Moose Lake 31A, Indian reserve (IRI)",2021A00034621
2021A00054621060,4621060,census subdivision,"Moose Lake 31G, Indian reserve (IRI)",2021A00034621
2021A00054621064,4621064,census subdivision,"Flin Flon (Part), City (CY)",2021A00034621
2021A00054621071,4621071,census subdivision,"Snow Lake, Town (T)",2021A00034621
2021A00054621078,4621078,census subdivision,"Division No. 21, Unorganized, Unorganized (NO)",2021A00034621
2021A00054621080,4621080,census subdivision,"Moose Lake 31D, Indian reserve (IRI)",2021A00034621
2021A00054622017,4622017,census subdivision,"Mystery Lake, Local government district (LGD)",2021A00034622
2021A00054622026,4622026,census subdivision,"Thompson, City (CY)",2021A00034622
2021A00054622045,4622045,census subdivision,"Red Sucker Lake 1976A, Indian reserve (IRI)",2021A00034622
2021A00054622046,4622046,census subdivision,"Division No. 22, Unorganized, Unorganized (NO)",2021A00034622
2021A00054622048,4622048,census subdivision,"Garden Hill First Nation, Indian reserve (IRI)",2021A00034622
2021A00054622049,4622049,census subdivision,"God's Lake 23, Indian reserve (IRI)",2021A00034622
2021A00054622050,4622050,census subdivision,"Oxford House 24, Indian reserve (IRI)",2021A00034622
2021A00054622051,4622051,census subdivision,"Cross Lake 19, Indian reserve (IRI)",2021A00034622
2021A00054622052,4622052,census subdivision,"Cross Lake 19A, Indian reserve (IRI)",2021A00034622
2021A00054622055,4622055,census subdivision,"God's River 86A, Indian reserve (IRI)",2021A00034622
2021A00054622056,4622056,census subdivision,"Red Sucker Lake 1976, Indian reserve (IRI)",2021A00034622
2021A00054622058,4622058,census subdivision,"Norway House 17, Indian reserve (IRI)",2021A00034622
2021A00054622059,4622059,census subdivision,"Nelson House 170, Indian reserve (IRI)",2021A00034622
2021A00054622063,4622063,census subdivision,"Split Lake 171, Indian reserve (IRI)",2021A00034622
2021A00054622064,4622064,census subdivision,"Ilford, Indian settlement (S-É)",2021A00034622
2021A00054622065,4622065,census subdivision,"York Landing, Indian reserve (IRI)",2021A00034622
2021A00054622066,4622066,census subdivision,"Mooseocoot 4, Indian reserve (IRI)",2021A00034622
2021A00054622067,4622067,census subdivision,"Cross Lake 19E, Indian reserve (IRI)",2021A00034622
2021A00054622800,4622800,census subdivision,"Wasagamack, Indian reserve (IRI)",2021A00034622
2021A00054622801,4622801,census subdivision,"St. Theresa Point, Indian reserve (IRI)",2021A00034622
2021A00054622802,4622802,census subdivision,"Mooseocoot, Indian reserve (IRI)",2021A00034622
2021A00054623022,4623022,census subdivision,"Gillam, Town (T)",2021A00034623
2021A00054623023,4623023,census subdivision,"A Kwis Ki Mahka, Indian reserve (IRI)",2021A00034623
2021A00054623027,4623027,census subdivision,"Fox Lake 2, Indian reserve (IRI)",2021A00034623
2021A00054623034,4623034,census subdivision,"Leaf Rapids, Town (T)",2021A00034623
2021A00054623037,4623037,census subdivision,"South Indian Lake, Indian settlement (S-É)",2021A00034623
2021A00054623039,4623039,census subdivision,"Granville Lake, Indian settlement (S-É)",2021A00034623
2021A00054623040,4623040,census subdivision,"O-Pipon-Na-Piwin Cree Nation 1, Indian reserve (IRI)",2021A00034623
2021A00054623047,4623047,census subdivision,"Lynn Lake, Town (T)",2021A00034623
2021A00054623056,4623056,census subdivision,"Churchill, Town (T)",2021A00034623
2021A00054623058,4623058,census subdivision,"Churchill 1, Indian reserve (IRI)",2021A00034623
2021A00054623062,4623062,census subdivision,"Division No. 23, Unorganized, Unorganized (NO)",2021A00034623
2021A00054623064,4623064,census subdivision,"Pukatawagan 198, Indian reserve (IRI)",2021A00034623
2021A00054623065,4623065,census subdivision,"Brochet 197, Indian reserve (IRI)",2021A00034623
2021A00054623067,4623067,census subdivision,"Lac Brochet 197A, Indian reserve (IRI)",2021A00034623
2021A00054623071,4623071,census subdivision,"Shamattawa 1, Indian reserve (IRI)",2021A00034623
2021A00054623800,4623800,census subdivision,"Black Sturgeon, Indian reserve (IRI)",2021A00034623
2021A00054701001,4701001,census subdivision,"Argyle No. 1, Rural municipality (RM)",2021A00034701
2021A00054701002,4701002,census subdivision,"Gainsborough, Village (VL)",2021A00034701
2021A00054701004,4701004,census subdivision,"Carievale, Village (VL)",2021A00034701
2021A00054701006,4701006,census subdivision,"Mount Pleasant No. 2, Rural municipality (RM)",2021A00034701
2021A00054701008,4701008,census subdivision,"Carnduff, Town (T)",2021A00034701
2021A00054701011,4701011,census subdivision,"Enniskillen No. 3, Rural municipality (RM)",2021A00034701
2021A00054701012,4701012,census subdivision,"Glen Ewen, Village (VL)",2021A00034701
2021A00054701014,4701014,census subdivision,"Oxbow, Town (T)",2021A00034701
2021A00054701016,4701016,census subdivision,"Coalfields No. 4, Rural municipality (RM)",2021A00034701
2021A00054701017,4701017,census subdivision,"Frobisher, Village (VL)",2021A00034701
2021A00054701018,4701018,census subdivision,"North Portal, Village (VL)",2021A00034701
2021A00054701019,4701019,census subdivision,"Roche Percée, Village (VL)",2021A00034701
2021A00054701021,4701021,census subdivision,"Bienfait, Town (T)",2021A00034701
2021A00054701022,4701022,census subdivision,"Estevan No. 5, Rural municipality (RM)",2021A00034701
2021A00054701024,4701024,census subdivision,"Estevan, City (CY)",2021A00034701
2021A00054701027,4701027,census subdivision,"Benson No. 35, Rural municipality (RM)",2021A00034701
2021A00054701031,4701031,census subdivision,"Browning No. 34, Rural municipality (RM)",2021A00034701
2021A00054701032,4701032,census subdivision,"Lampman, Town (T)",2021A00034701
2021A00054701036,4701036,census subdivision,"Moose Creek No. 33, Rural municipality (RM)",2021A00034701
2021A00054701037,4701037,census subdivision,"Alameda, Town (T)",2021A00034701
2021A00054701039,4701039,census subdivision,"Reciprocity No. 32, Rural municipality (RM)",2021A00034701
2021A00054701041,4701041,census subdivision,"Alida, Village (VL)",2021A00034701
2021A00054701043,4701043,census subdivision,"Storthoaks No. 31, Rural municipality (RM)",2021A00034701
2021A00054701044,4701044,census subdivision,"Storthoaks, Village (VL)",2021A00034701
2021A00054701047,4701047,census subdivision,"Antler No. 61, Rural municipality (RM)",2021A00034701
2021A00054701049,4701049,census subdivision,"Redvers, Town (T)",2021A00034701
2021A00054701053,4701053,census subdivision,"Moose Mountain No. 63, Rural municipality (RM)",2021A00034701
2021A00054701054,4701054,census subdivision,"Manor, Village (VL)",2021A00034701
2021A00054701056,4701056,census subdivision,"Carlyle, Town (T)",2021A00034701
2021A00054701058,4701058,census subdivision,"Brock No. 64, Rural municipality (RM)",2021A00034701
2021A00054701059,4701059,census subdivision,"Arcola, Town (T)",2021A00034701
2021A00054701061,4701061,census subdivision,"Kisbey, Village (VL)",2021A00034701
2021A00054701063,4701063,census subdivision,"Tecumseh No. 65, Rural municipality (RM)",2021A00034701
2021A00054701064,4701064,census subdivision,"Forget, Village (VL)",2021A00034701
2021A00054701066,4701066,census subdivision,"Stoughton, Town (T)",2021A00034701
2021A00054701067,4701067,census subdivision,"Heward, Village (VL)",2021A00034701
2021A00054701069,4701069,census subdivision,"Golden West No. 95, Rural municipality (RM)",2021A00034701
2021A00054701072,4701072,census subdivision,"Hazelwood No. 94, Rural municipality (RM)",2021A00034701
2021A00054701076,4701076,census subdivision,"Wawken No. 93, Rural municipality (RM)",2021A00034701
2021A00054701077,4701077,census subdivision,"Kennedy, Village (VL)",2021A00034701
2021A00054701078,4701078,census subdivision,"Wawota, Town (T)",2021A00034701
2021A00054701079,4701079,census subdivision,"Kenosee Lake, Village (VL)",2021A00034701
2021A00054701091,4701091,census subdivision,"Walpole No. 92, Rural municipality (RM)",2021A00034701
2021A00054701094,4701094,census subdivision,"Maryfield No. 91, Rural municipality (RM)",2021A00034701
2021A00054701096,4701096,census subdivision,"Maryfield, Village (VL)",2021A00034701
2021A00054701098,4701098,census subdivision,"Fairlight, Village (VL)",2021A00034701
2021A00054701808,4701808,census subdivision,"White Bear 70, Indian reserve (IRI)",2021A00034701
2021A00054701809,4701809,census subdivision,"Ocean Man 69, Indian reserve (IRI)",2021A00034701
2021A00054701810,4701810,census subdivision,"Ocean Man 69A, Indian reserve (IRI)",2021A00034701
2021A00054701812,4701812,census subdivision,"Ocean Man 69C, Indian reserve (IRI)",2021A00034701
2021A00054701813,4701813,census subdivision,"Ocean Man 69E, Indian reserve (IRI)",2021A00034701
2021A00054701814,4701814,census subdivision,"Ocean Man 69F, Indian reserve (IRI)",2021A00034701
2021A00054701815,4701815,census subdivision,"Ocean Man 69G, Indian reserve (IRI)",2021A00034701
2021A00054701816,4701816,census subdivision,"Ocean Man 69I, Indian reserve (IRI)",2021A00034701
2021A00054701817,4701817,census subdivision,"Ocean Man 69H, Indian reserve (IRI)",2021A00034701
2021A00054701818,4701818,census subdivision,"Ocean Man 69D, Indian reserve (IRI)",2021A00034701
2021A00054701819,4701819,census subdivision,"Pheasant Rump Nakota 68, Indian reserve (IRI)",2021A00034701
2021A00054702001,4702001,census subdivision,"Cambria No. 6, Rural municipality (RM)",2021A00034702
2021A00054702002,4702002,census subdivision,"Torquay, Village (VL)",2021A00034702
2021A00054702006,4702006,census subdivision,"Souris Valley No. 7, Rural municipality (RM)",2021A00034702
2021A00054702008,4702008,census subdivision,"Tribune, Village (VL)",2021A00034702
2021A00054702011,4702011,census subdivision,"Lake Alma No. 8, Rural municipality (RM)",2021A00034702
2021A00054702014,4702014,census subdivision,"Surprise Valley No. 9, Rural municipality (RM)",2021A00034702
2021A00054702016,4702016,census subdivision,"Minton, Village (VL)",2021A00034702
2021A00054702018,4702018,census subdivision,"Happy Valley No. 10, Rural municipality (RM)",2021A00034702
2021A00054702023,4702023,census subdivision,"Bengough, Town (T)",2021A00034702
2021A00054702024,4702024,census subdivision,"Bengough No. 40, Rural municipality (RM)",2021A00034702
2021A00054702026,4702026,census subdivision,"The Gap No. 39, Rural municipality (RM)",2021A00034702
2021A00054702028,4702028,census subdivision,"Ceylon, Village (VL)",2021A00034702
2021A00054702029,4702029,census subdivision,"Laurier No. 38, Rural municipality (RM)",2021A00034702
2021A00054702031,4702031,census subdivision,"Radville, Town (T)",2021A00034702
2021A00054702033,4702033,census subdivision,"Lomond No. 37, Rural municipality (RM)",2021A00034702
2021A00054702036,4702036,census subdivision,"Goodwater, Village (VL)",2021A00034702
2021A00054702037,4702037,census subdivision,"Cymri No. 36, Rural municipality (RM)",2021A00034702
2021A00054702038,4702038,census subdivision,"Halbrite, Village (VL)",2021A00034702
2021A00054702039,4702039,census subdivision,"Midale, Town (T)",2021A00034702
2021A00054702041,4702041,census subdivision,"Macoun, Village (VL)",2021A00034702
2021A00054702042,4702042,census subdivision,"Griffin No. 66, Rural municipality (RM)",2021A00034702
2021A00054702044,4702044,census subdivision,"Weyburn No. 67, Rural municipality (RM)",2021A00034702
2021A00054702047,4702047,census subdivision,"Weyburn, City (CY)",2021A00034702
2021A00054702048,4702048,census subdivision,"McTaggart, Village (VL)",2021A00034702
2021A00054702051,4702051,census subdivision,"Brokenshell No. 68, Rural municipality (RM)",2021A00034702
2021A00054702052,4702052,census subdivision,"Norton No. 69, Rural municipality (RM)",2021A00034702
2021A00054702054,4702054,census subdivision,"Pangman, Village (VL)",2021A00034702
2021A00054702057,4702057,census subdivision,"Key West No. 70, Rural municipality (RM)",2021A00034702
2021A00054702058,4702058,census subdivision,"Ogema, Town (T)",2021A00034702
2021A00054702061,4702061,census subdivision,"Elmsthorpe No. 100, Rural municipality (RM)",2021A00034702
2021A00054702062,4702062,census subdivision,"Avonlea, Village (VL)",2021A00034702
2021A00054702066,4702066,census subdivision,"Caledonia No. 99, Rural municipality (RM)",2021A00034702
2021A00054702067,4702067,census subdivision,"Milestone, Town (T)",2021A00034702
2021A00054702069,4702069,census subdivision,"Scott No. 98, Rural municipality (RM)",2021A00034702
2021A00054702071,4702071,census subdivision,"Lang, Village (VL)",2021A00034702
2021A00054702072,4702072,census subdivision,"Yellow Grass, Town (T)",2021A00034702
2021A00054702073,4702073,census subdivision,"Wellington No. 97, Rural municipality (RM)",2021A00034702
2021A00054702076,4702076,census subdivision,"Fillmore No. 96, Rural municipality (RM)",2021A00034702
2021A00054702077,4702077,census subdivision,"Osage, Village (VL)",2021A00034702
2021A00054702078,4702078,census subdivision,"Fillmore, Village (VL)",2021A00034702
2021A00054702079,4702079,census subdivision,"Creelman, Village (VL)",2021A00034702
2021A00054703001,4703001,census subdivision,"Hart Butte No. 11, Rural municipality (RM)",2021A00034703
2021A00054703004,4703004,census subdivision,"Coronach, Town (T)",2021A00034703
2021A00054703006,4703006,census subdivision,"Poplar Valley No. 12, Rural municipality (RM)",2021A00034703
2021A00054703009,4703009,census subdivision,"Rockglen, Town (T)",2021A00034703
2021A00054703011,4703011,census subdivision,"Old Post No. 43, Rural municipality (RM)",2021A00034703
2021A00054703012,4703012,census subdivision,"Wood Mountain, Village (VL)",2021A00034703
2021A00054703016,4703016,census subdivision,"Glen McPherson No. 46, Rural municipality (RM)",2021A00034703
2021A00054703018,4703018,census subdivision,"Mankota No. 45, Rural municipality (RM)",2021A00034703
2021A00054703019,4703019,census subdivision,"Mankota, Village (VL)",2021A00034703
2021A00054703022,4703022,census subdivision,"Waverley No. 44, Rural municipality (RM)",2021A00034703
2021A00054703026,4703026,census subdivision,"Willow Bunch No. 42, Rural municipality (RM)",2021A00034703
2021A00054703028,4703028,census subdivision,"Willow Bunch, Town (T)",2021A00034703
2021A00054703029,4703029,census subdivision,"Excel No. 71, Rural municipality (RM)",2021A00034703
2021A00054703034,4703034,census subdivision,"Lake of the Rivers No. 72, Rural municipality (RM)",2021A00034703
2021A00054703036,4703036,census subdivision,"Assiniboia, Town (T)",2021A00034703
2021A00054703038,4703038,census subdivision,"Stonehenge No. 73, Rural municipality (RM)",2021A00034703
2021A00054703041,4703041,census subdivision,"Limerick, Village (VL)",2021A00034703
2021A00054703042,4703042,census subdivision,"Wood River No. 74, Rural municipality (RM)",2021A00034703
2021A00054703044,4703044,census subdivision,"Lafleche, Town (T)",2021A00034703
2021A00054703048,4703048,census subdivision,"Pinto Creek No. 75, Rural municipality (RM)",2021A00034703
2021A00054703051,4703051,census subdivision,"Kincaid, Village (VL)",2021A00034703
2021A00054703052,4703052,census subdivision,"Hazenmore, Village (VL)",2021A00034703
2021A00054703054,4703054,census subdivision,"Auvergne No. 76, Rural municipality (RM)",2021A00034703
2021A00054703058,4703058,census subdivision,"Ponteix, Town (T)",2021A00034703
2021A00054703059,4703059,census subdivision,"Whiska Creek No. 106, Rural municipality (RM)",2021A00034703
2021A00054703061,4703061,census subdivision,"Neville, Village (VL)",2021A00034703
2021A00054703062,4703062,census subdivision,"Vanguard, Village (VL)",2021A00034703
2021A00054703064,4703064,census subdivision,"Glen Bain No. 105, Rural municipality (RM)",2021A00034703
2021A00054703068,4703068,census subdivision,"Gravelbourg No. 104, Rural municipality (RM)",2021A00034703
2021A00054703071,4703071,census subdivision,"Gravelbourg, Town (T)",2021A00034703
2021A00054703074,4703074,census subdivision,"Sutton No. 103, Rural municipality (RM)",2021A00034703
2021A00054703092,4703092,census subdivision,"Mossbank, Town (T)",2021A00034703
2021A00054703093,4703093,census subdivision,"Lake Johnston No. 102, Rural municipality (RM)",2021A00034703
2021A00054703096,4703096,census subdivision,"Terrell No. 101, Rural municipality (RM)",2021A00034703
2021A00054703801,4703801,census subdivision,"Wood Mountain 160, Indian reserve (IRI)",2021A00034703
2021A00054704002,4704002,census subdivision,"Val Marie, Village (VL)",2021A00034704
2021A00054704003,4704003,census subdivision,"Val Marie No. 17, Rural municipality (RM)",2021A00034704
2021A00054704006,4704006,census subdivision,"Lone Tree No. 18, Rural municipality (RM)",2021A00034704
2021A00054704008,4704008,census subdivision,"Bracken, Village (VL)",2021A00034704
2021A00054704009,4704009,census subdivision,"Climax, Village (VL)",2021A00034704
2021A00054704011,4704011,census subdivision,"Frontier No. 19, Rural municipality (RM)",2021A00034704
2021A00054704012,4704012,census subdivision,"Frontier, Village (VL)",2021A00034704
2021A00054704019,4704019,census subdivision,"Reno No. 51, Rural municipality (RM)",2021A00034704
2021A00054704021,4704021,census subdivision,"Consul, Village (VL)",2021A00034704
2021A00054704024,4704024,census subdivision,"White Valley No. 49, Rural municipality (RM)",2021A00034704
2021A00054704026,4704026,census subdivision,"Eastend, Town (T)",2021A00034704
2021A00054704028,4704028,census subdivision,"Wise Creek No. 77, Rural municipality (RM)",2021A00034704
2021A00054704029,4704029,census subdivision,"Cadillac, Village (VL)",2021A00034704
2021A00054704034,4704034,census subdivision,"Grassy Creek No. 78, Rural municipality (RM)",2021A00034704
2021A00054704036,4704036,census subdivision,"Shaunavon, Town (T)",2021A00034704
2021A00054704038,4704038,census subdivision,"Arlington No. 79, Rural municipality (RM)",2021A00034704
2021A00054704045,4704045,census subdivision,"Maple Creek No. 111, Rural municipality (RM)",2021A00034704
2021A00054704048,4704048,census subdivision,"Maple Creek, Town (T)",2021A00034704
2021A00054704050,4704050,census subdivision,"Piapot No. 110, Rural municipality (RM)",2021A00034704
2021A00054704054,4704054,census subdivision,"Carmichael No. 109, Rural municipality (RM)",2021A00034704
2021A00054704058,4704058,census subdivision,"Bone Creek No. 108, Rural municipality (RM)",2021A00034704
2021A00054704061,4704061,census subdivision,"Lac Pelletier No. 107, Rural municipality (RM)",2021A00034704
2021A00054704802,4704802,census subdivision,"Nekaneet Cree Nation, Indian reserve (IRI)",2021A00034704
2021A00054705001,4705001,census subdivision,"Moosomin No. 121, Rural municipality (RM)",2021A00034705
2021A00054705002,4705002,census subdivision,"Fleming, Town (T)",2021A00034705
2021A00054705004,4705004,census subdivision,"Moosomin, Town (T)",2021A00034705
2021A00054705007,4705007,census subdivision,"Martin No. 122, Rural municipality (RM)",2021A00034705
2021A00054705009,4705009,census subdivision,"Wapella, Town (T)",2021A00034705
2021A00054705011,4705011,census subdivision,"Silverwood No. 123, Rural municipality (RM)",2021A00034705
2021A00054705014,4705014,census subdivision,"Kingsley No. 124, Rural municipality (RM)",2021A00034705
2021A00054705016,4705016,census subdivision,"Kipling, Town (T)",2021A00034705
2021A00054705018,4705018,census subdivision,"Chester No. 125, Rural municipality (RM)",2021A00034705
2021A00054705019,4705019,census subdivision,"Windthorst, Village (VL)",2021A00034705
2021A00054705021,4705021,census subdivision,"Glenavon, Village (VL)",2021A00034705
2021A00054705024,4705024,census subdivision,"Wolseley, Town (T)",2021A00034705
2021A00054705027,4705027,census subdivision,"Wolseley No. 155, Rural municipality (RM)",2021A00034705
2021A00054705028,4705028,census subdivision,"Elcapo No. 154, Rural municipality (RM)",2021A00034705
2021A00054705029,4705029,census subdivision,"Grenfell, Town (T)",2021A00034705
2021A00054705031,4705031,census subdivision,"Broadview, Town (T)",2021A00034705
2021A00054705033,4705033,census subdivision,"Willowdale No. 153, Rural municipality (RM)",2021A00034705
2021A00054705034,4705034,census subdivision,"Whitewood, Town (T)",2021A00034705
2021A00054705037,4705037,census subdivision,"Rocanville No. 151, Rural municipality (RM)",2021A00034705
2021A00054705038,4705038,census subdivision,"Rocanville, Town (T)",2021A00034705
2021A00054705041,4705041,census subdivision,"Spy Hill No. 152, Rural municipality (RM)",2021A00034705
2021A00054705042,4705042,census subdivision,"Tantallon, Village (VL)",2021A00034705
2021A00054705043,4705043,census subdivision,"Spy Hill, Village (VL)",2021A00034705
2021A00054705044,4705044,census subdivision,"Gerald, Village (VL)",2021A00034705
2021A00054705047,4705047,census subdivision,"Langenburg No. 181, Rural municipality (RM)",2021A00034705
2021A00054705048,4705048,census subdivision,"Langenburg, Town (T)",2021A00034705
2021A00054705049,4705049,census subdivision,"Yarbo, Village (VL)",2021A00034705
2021A00054705050,4705050,census subdivision,"West End, Resort village (RV)",2021A00034705
2021A00054705051,4705051,census subdivision,"Fertile Belt No. 183, Rural municipality (RM)",2021A00034705
2021A00054705052,4705052,census subdivision,"Esterhazy, Town (T)",2021A00034705
2021A00054705053,4705053,census subdivision,"Atwater, Village (VL)",2021A00034705
2021A00054705054,4705054,census subdivision,"Bangor, Village (VL)",2021A00034705
2021A00054705055,4705055,census subdivision,"Bird's Point, Resort village (RV)",2021A00034705
2021A00054705056,4705056,census subdivision,"Stockholm, Village (VL)",2021A00034705
2021A00054705057,4705057,census subdivision,"Grayson No. 184, Rural municipality (RM)",2021A00034705
2021A00054705058,4705058,census subdivision,"Dubuc, Village (VL)",2021A00034705
2021A00054705059,4705059,census subdivision,"Grayson, Village (VL)",2021A00034705
2021A00054705060,4705060,census subdivision,"Melville Beach, Resort village (RV)",2021A00034705
2021A00054705061,4705061,census subdivision,"Waldron, Village (VL)",2021A00034705
2021A00054705062,4705062,census subdivision,"Killaly, Village (VL)",2021A00034705
2021A00054705063,4705063,census subdivision,"McLeod No. 185, Rural municipality (RM)",2021A00034705
2021A00054705064,4705064,census subdivision,"Neudorf, Village (VL)",2021A00034705
2021A00054705066,4705066,census subdivision,"Lemberg, Town (T)",2021A00034705
2021A00054705067,4705067,census subdivision,"Stanley No. 215, Rural municipality (RM)",2021A00034705
2021A00054705068,4705068,census subdivision,"Duff, Village (VL)",2021A00034705
2021A00054705069,4705069,census subdivision,"Goodeve, Village (VL)",2021A00034705
2021A00054705071,4705071,census subdivision,"Fenwood, Village (VL)",2021A00034705
2021A00054705073,4705073,census subdivision,"Cana No. 214, Rural municipality (RM)",2021A00034705
2021A00054705074,4705074,census subdivision,"Melville, City (CY)",2021A00034705
2021A00054705077,4705077,census subdivision,"Saltcoats No. 213, Rural municipality (RM)",2021A00034705
2021A00054705078,4705078,census subdivision,"Saltcoats, Town (T)",2021A00034705
2021A00054705079,4705079,census subdivision,"Bredenbury, Town (T)",2021A00034705
2021A00054705093,4705093,census subdivision,"Churchbridge No. 211, Rural municipality (RM)",2021A00034705
2021A00054705094,4705094,census subdivision,"Churchbridge, Town (T)",2021A00034705
2021A00054705096,4705096,census subdivision,"MacNutt, Village (VL)",2021A00034705
2021A00054705803,4705803,census subdivision,"Cowessess 73, Indian reserve (IRI)",2021A00034705
2021A00054705804,4705804,census subdivision,"Kahkewistahaw 72, Indian reserve (IRI)",2021A00034705
2021A00054705805,4705805,census subdivision,"Sakimay 74, Indian reserve (IRI)",2021A00034705
2021A00054705806,4705806,census subdivision,"Ochapowace 71, Indian reserve (IRI)",2021A00034705
2021A00054705807,4705807,census subdivision,"Shesheep 74A, Indian reserve (IRI)",2021A00034705
2021A00054705808,4705808,census subdivision,"Little Bone 74B, Indian reserve (IRI)",2021A00034705
2021A00054705814,4705814,census subdivision,"Ochapowace 71-10, Indian reserve (IRI)",2021A00034705
2021A00054705815,4705815,census subdivision,"Kahkewistahaw No. 72-W, Indian reserve (IRI)",2021A00034705
2021A00054705818,4705818,census subdivision,"Ochapowace 71-54, Indian reserve (IRI)",2021A00034705
2021A00054705823,4705823,census subdivision,"Ochapowace 71-7, Indian reserve (IRI)",2021A00034705
2021A00054705824,4705824,census subdivision,"Ochapowace 71-18, Indian reserve (IRI)",2021A00034705
2021A00054705828,4705828,census subdivision,"Kahkewistahaw No. 72-Q, Indian reserve (IRI)",2021A00034705
2021A00054706001,4706001,census subdivision,"Montmartre No. 126, Rural municipality (RM)",2021A00034706
2021A00054706002,4706002,census subdivision,"Montmartre, Village (VL)",2021A00034706
2021A00054706003,4706003,census subdivision,"Kendal, Village (VL)",2021A00034706
2021A00054706004,4706004,census subdivision,"Francis No. 127, Rural municipality (RM)",2021A00034706
2021A00054706006,4706006,census subdivision,"Odessa, Village (VL)",2021A00034706
2021A00054706007,4706007,census subdivision,"Vibank, Village (VL)",2021A00034706
2021A00054706008,4706008,census subdivision,"Sedley, Village (VL)",2021A00034706
2021A00054706009,4706009,census subdivision,"Francis, Town (T)",2021A00034706
2021A00054706011,4706011,census subdivision,"Lajord No. 128, Rural municipality (RM)",2021A00034706
2021A00054706013,4706013,census subdivision,"Bratt's Lake No. 129, Rural municipality (RM)",2021A00034706
2021A00054706014,4706014,census subdivision,"Wilcox, Village (VL)",2021A00034706
2021A00054706016,4706016,census subdivision,"Redburn No. 130, Rural municipality (RM)",2021A00034706
2021A00054706017,4706017,census subdivision,"Rouleau, Town (T)",2021A00034706
2021A00054706018,4706018,census subdivision,"Briercrest, Village (VL)",2021A00034706
2021A00054706019,4706019,census subdivision,"Drinkwater, Village (VL)",2021A00034706
2021A00054706021,4706021,census subdivision,"Pense No. 160, Rural municipality (RM)",2021A00034706
2021A00054706022,4706022,census subdivision,"Belle Plaine, Village (VL)",2021A00034706
2021A00054706023,4706023,census subdivision,"Pense, Town (T)",2021A00034706
2021A00054706026,4706026,census subdivision,"Sherwood No. 159, Rural municipality (RM)",2021A00034706
2021A00054706027,4706027,census subdivision,"Regina, City (CY)",2021A00034706
2021A00054706028,4706028,census subdivision,"Grand Coulee, Town (T)",2021A00034706
2021A00054706029,4706029,census subdivision,"Edenwold No. 158, Rural municipality (RM)",2021A00034706
2021A00054706030,4706030,census subdivision,"White City, Town (T)",2021A00034706
2021A00054706031,4706031,census subdivision,"Pilot Butte, Town (T)",2021A00034706
2021A00054706032,4706032,census subdivision,"Balgonie, Town (T)",2021A00034706
2021A00054706033,4706033,census subdivision,"Edenwold, Village (VL)",2021A00034706
2021A00054706034,4706034,census subdivision,"South Qu'Appelle No. 157, Rural municipality (RM)",2021A00034706
2021A00054706036,4706036,census subdivision,"Qu'Appelle, Town (T)",2021A00034706
2021A00054706037,4706037,census subdivision,"McLean, Village (VL)",2021A00034706
2021A00054706038,4706038,census subdivision,"Indian Head No. 156, Rural municipality (RM)",2021A00034706
2021A00054706039,4706039,census subdivision,"Indian Head, Town (T)",2021A00034706
2021A00054706041,4706041,census subdivision,"Sintaluta, Town (T)",2021A00034706
2021A00054706042,4706042,census subdivision,"Abernethy No. 186, Rural municipality (RM)",2021A00034706
2021A00054706045,4706045,census subdivision,"Fort San, Resort village (RV)",2021A00034706
2021A00054706046,4706046,census subdivision,"Abernethy, Village (VL)",2021A00034706
2021A00054706047,4706047,census subdivision,"Balcarres, Town (T)",2021A00034706
2021A00054706048,4706048,census subdivision,"North Qu'Appelle No. 187, Rural municipality (RM)",2021A00034706
2021A00054706049,4706049,census subdivision,"Lebret, Village (VL)",2021A00034706
2021A00054706050,4706050,census subdivision,"Katepwa, Resort village (RV)",2021A00034706
2021A00054706051,4706051,census subdivision,"Fort Qu'Appelle, Town (T)",2021A00034706
2021A00054706052,4706052,census subdivision,"B-Say-Tah, Resort village (RV)",2021A00034706
2021A00054706053,4706053,census subdivision,"Lumsden No. 189, Rural municipality (RM)",2021A00034706
2021A00054706054,4706054,census subdivision,"Disley, Village (VL)",2021A00034706
2021A00054706055,4706055,census subdivision,"Buena Vista, Village (VL)",2021A00034706
2021A00054706056,4706056,census subdivision,"Lumsden, Town (T)",2021A00034706
2021A00054706057,4706057,census subdivision,"Lumsden Beach, Resort village (RV)",2021A00034706
2021A00054706058,4706058,census subdivision,"Regina Beach, Town (T)",2021A00034706
2021A00054706059,4706059,census subdivision,"Dufferin No. 190, Rural municipality (RM)",2021A00034706
2021A00054706060,4706060,census subdivision,"Wee Too Beach, Resort village (RV)",2021A00034706
2021A00054706061,4706061,census subdivision,"Bethune, Village (VL)",2021A00034706
2021A00054706062,4706062,census subdivision,"Findlater, Village (VL)",2021A00034706
2021A00054706063,4706063,census subdivision,"Sarnia No. 221, Rural municipality (RM)",2021A00034706
2021A00054706064,4706064,census subdivision,"Chamberlain, Village (VL)",2021A00034706
