CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Depth,Keep or Not Keep,Category,Flag,NEW_CHARACTERISTIC_NAME
621,"                Persian (Farsi), n.o.s.",16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Persian (Farsi), n.o.s."
622,"              Iranian languages, n.i.e.",14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Iranian languages, n.i.e."
623,"            Indo-Iranian languages, n.i.e.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Indo-Iranian languages, n.i.e."
624,          Italic (Romance) languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Italic (Romance) languages
625,            Catalan,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Catalan
626,            Italian,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Italian
627,            Portuguese,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Portuguese
628,            Romanian,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Romanian
629,            Spanish,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Spanish
630,"            Italic (Romance) languages, n.i.e.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Italic (Romance) languages, n.i.e."
631,"          Indo-European languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Indo-European languages, n.i.e."
632,        Japanese,8,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Japanese
633,        Korean,8,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Korean
634,        Mongolian,8,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Mongolian
635,        Niger-Congo languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Niger-Congo languages
636,          Akan (Twi),10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Akan (Twi)
637,          Bamanankan,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Bamanankan
638,          Edo,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Edo
639,          Éwé,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Éwé
640,"          Fulah (Pular, Pulaar, Fulfulde)",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Fulah (Pular, Pulaar, Fulfulde)"
641,          Ga,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Ga
642,          Ganda,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Ganda
643,          Gikuyu,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Gikuyu
644,          Igbo,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Igbo
645,          Kinyarwanda (Rwanda),10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Kinyarwanda (Rwanda)
646,          Lingala,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Lingala
647,          Luba-Kasai,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Luba-Kasai
648,          Mòoré,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Mòoré
649,          Mwani,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Mwani
650,          Ndebele,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Ndebele
651,          Rundi (Kirundi),10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Rundi (Kirundi)
652,          Shona,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Shona
653,          Soninke,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Soninke
654,          Sotho-Tswana languages,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Sotho-Tswana languages
655,          Swahili,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Swahili
656,          Wojenaka,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Wojenaka
657,          Wolof,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Wolof
658,          Yoruba,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Yoruba
659,"          Niger-Congo languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Niger-Congo languages, n.i.e."
660,        Nilo-Saharan languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Nilo-Saharan languages
661,          Dinka,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Dinka
662,          Nuer,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Nuer
663,"          Nilo-Saharan languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Nilo-Saharan languages, n.i.e."
664,"          African, n.o.s.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"African, n.o.s."
665,        Sign languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Sign languages
666,          American Sign Language,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,American Sign Language
667,          Quebec Sign Language,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Quebec Sign Language
668,"          Sign languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Sign languages, n.i.e."
669,        Sino-Tibetan languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Sino-Tibetan languages
670,          Chinese languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Chinese languages
671,            Hakka,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Hakka
672,            Mandarin,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Mandarin
673,            Min Dong,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Min Dong
674,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)"
675,            Wu (Shanghainese),12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Wu (Shanghainese)
676,            Yue (Cantonese),12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Yue (Cantonese)
677,"            Chinese, n.o.s.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Chinese, n.o.s."
678,"            Chinese languages, n.i.e.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Chinese languages, n.i.e."
679,          Tibeto-Burman languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Tibeto-Burman languages
680,            Burmese,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Burmese
681,            Kuki-Chin languages,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Kuki-Chin languages
682,            Karenic languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Karenic languages
683,              S'gaw Karen,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,S'gaw Karen
684,"              Karenic languages, n.i.e.",14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Karenic languages, n.i.e."
685,            Tibetan,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Tibetan
686,"            Tibeto-Burman languages, n.i.e.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Tibeto-Burman languages, n.i.e."
687,"          Sino-Tibetan languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Sino-Tibetan languages, n.i.e."
688,        Tai-Kadai languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Tai-Kadai languages
689,          Lao,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Lao
690,          Thai,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Thai
691,"          Tai-Kadai languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Tai-Kadai languages, n.i.e."
692,        Turkic languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Turkic languages
693,          Azerbaijani,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Azerbaijani
694,          Kazakh,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Kazakh
695,          Turkish,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Turkish
696,          Uyghur,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Uyghur
697,          Uzbek,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Uzbek
698,"          Turkic languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Turkic languages, n.i.e."
699,        Uralic languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Uralic languages
700,          Estonian,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Estonian
701,          Finnish,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Finnish
702,          Hungarian,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Hungarian
703,"        Other languages, n.i.e.",8,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Other languages, n.i.e."
704,  Multiple responses,2,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Multiple responses
705,    English and French,4,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,English and French
706,    English and non-official language(s),4,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,English and non-official language(s)
707,    French and non-official language(s),4,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,French and non-official language(s)
708,"    English, French and non-official language(s)",4,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"English, French and non-official language(s)"
709,    Multiple non-official languages,4,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Multiple non-official languages
710,Total - All languages spoken at home for the total population excluding institutional residents - 100% data,0,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Total,Total - All languages spoken at home for the total population excluding institutional residents - 100% data
711,  English,2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,English
712,  French,2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,French
713,  Non-official language,2,No Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,Non-official language
714,    Indigenous,4,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,Indigenous
715,    Non-Indigenous,4,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,Non-Indigenous
716,  English and French,2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,English and French
717,  English and non-official language(s),2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,English and non-official language(s)
718,  French and non-official language(s),2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,French and non-official language(s)
719,"  English, French and non-official language(s)",2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,"English, French and non-official language(s)"
720,  Multiple non-official languages,2,Keep,all_languages_spoken_at_home_for_the_total_population_excluding_institutional_residents,Category,Multiple non-official languages
721,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,0,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Total,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data
722,  Single responses,2,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Single responses
723,    Official languages,4,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Official languages
724,      English,6,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,English
725,      French,6,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,French
726,    Non-official languages,4,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Non-official languages
727,      Indigenous languages,6,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Indigenous languages
728,        Algonquian languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Algonquian languages
729,          Blackfoot,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Blackfoot
730,          Cree-Innu languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Cree-Innu languages
731,            Atikamekw,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Atikamekw
732,            Cree languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Cree languages
733,              Ililimowin (Moose Cree),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ililimowin (Moose Cree)
734,              Inu Ayimun (Southern East Cree),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Inu Ayimun (Southern East Cree)
735,              Iyiyiw-Ayimiwin (Northern East Cree),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Iyiyiw-Ayimiwin (Northern East Cree)
736,              Nehinawewin (Swampy Cree),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nehinawewin (Swampy Cree)
737,              Nehiyawewin (Plains Cree),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nehiyawewin (Plains Cree)
738,              Nihithawiwin (Woods Cree),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nihithawiwin (Woods Cree)
739,"              Cree, n.o.s.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Cree, n.o.s."
740,            Innu (Montagnais),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Innu (Montagnais)
741,            Naskapi,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Naskapi
742,          Eastern Algonquian languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Eastern Algonquian languages
743,            Mi'kmaq,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mi'kmaq
744,            Wolastoqewi (Malecite),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Wolastoqewi (Malecite)
745,          Ojibway-Potawatomi languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ojibway-Potawatomi languages
746,            Anicinabemowin (Algonquin),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Anicinabemowin (Algonquin)
747,            Oji-Cree,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Oji-Cree
748,            Ojibway languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ojibway languages
749,              Anishinaabemowin (Chippewa),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Anishinaabemowin (Chippewa)
750,              Daawaamwin (Odawa),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Daawaamwin (Odawa)
751,              Saulteau (Western Ojibway),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Saulteau (Western Ojibway)
752,"              Ojibway, n.o.s.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Ojibway, n.o.s."
753,"          Algonquian languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Algonquian languages, n.i.e."
754,        Athabaskan languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Athabaskan languages
755,          Northern Athabaskan languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Northern Athabaskan languages
756,            Dakelh (Carrier),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Dakelh (Carrier)
757,            Dane-zaa (Beaver),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Dane-zaa (Beaver)
758,"            Dene, n.o.s.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Dene, n.o.s."
759,            Gwich'in,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Gwich'in
760,            Slavey-Hare languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Slavey-Hare languages
761,              Deh Gah Ghotie Zhatie (South Slavey),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Deh Gah Ghotie Zhatie (South Slavey)
762,              Satuotine Yati (North Slavey),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Satuotine Yati (North Slavey)
763,"              Slavey, n.o.s.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Slavey, n.o.s."
764,            Tahltan languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tahltan languages
765,              Kaska (Nahani),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kaska (Nahani)
766,              Tahltan,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tahltan
767,            Tlicho (Dogrib),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tlicho (Dogrib)
768,            Tse'khene (Sekani),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tse'khene (Sekani)
769,            Tsilhqot'in (Chilcotin),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tsilhqot'in (Chilcotin)
770,            Tsuu T'ina (Sarsi),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tsuu T'ina (Sarsi)
771,            Tutchone languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tutchone languages
772,              Northern Tutchone,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Northern Tutchone
773,              Southern Tutchone,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Southern Tutchone
774,"              Tutchone, n.o.s.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Tutchone, n.o.s."
775,            Wetsuwet'en-Babine,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Wetsuwet'en-Babine
776,          Tlingit,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tlingit
777,"          Athabaskan languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Athabaskan languages, n.i.e."
778,        Haida,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Haida
779,        Inuktut (Inuit) languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Inuktut (Inuit) languages
780,          Inuinnaqtun (Inuvialuktun),10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Inuinnaqtun (Inuvialuktun)
781,            Inuinnaqtun,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Inuinnaqtun
782,            Inuvialuktun,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Inuvialuktun
783,          Inuktitut,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Inuktitut
784,"          Inuktut (Inuit) languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Inuktut (Inuit) languages, n.i.e."
785,        Iroquoian languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Iroquoian languages
786,          Cayuga,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Cayuga
787,          Mohawk,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mohawk
788,          Oneida,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Oneida
789,"          Iroquoian languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Iroquoian languages, n.i.e."
790,        Ktunaxa (Kutenai),8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ktunaxa (Kutenai)
791,        Michif,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Michif
792,        Salish languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Salish languages
793,          Halkomelem,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Halkomelem
794,          Lillooet,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Lillooet
795,          Ntlakapamux (Thompson),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ntlakapamux (Thompson)
796,          Secwepemctsin (Shuswap),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Secwepemctsin (Shuswap)
797,          Squamish,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Squamish
798,          Straits,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Straits
799,          Syilx (Okanagan),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Syilx (Okanagan)
800,"          Salish languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Salish languages, n.i.e."
801,        Siouan languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Siouan languages
802,          Assiniboine,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Assiniboine
803,          Dakota,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Dakota
804,          Stoney,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Stoney
805,"          Siouan languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Siouan languages, n.i.e."
806,        Tsimshian languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tsimshian languages
807,          Gitxsan (Gitksan),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Gitxsan (Gitksan)
808,          Nisga'a,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nisga'a
809,          Tsimshian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tsimshian
810,        Wakashan languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Wakashan languages
811,          Haisla,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Haisla
812,          Heiltsuk,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Heiltsuk
813,          Kwak'wala (Kwakiutl),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kwak'wala (Kwakiutl)
814,          Nuu-chah-nulth (Nootka),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nuu-chah-nulth (Nootka)
815,"          Wakashan languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Wakashan languages, n.i.e."
816,"        Indigenous languages, n.i.e.",8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Indigenous languages, n.i.e."
817,"        Indigenous languages, n.o.s.",8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Indigenous languages, n.o.s."
818,      Non-Indigenous languages,6,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Non-Indigenous languages
819,        Afro-Asiatic languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Afro-Asiatic languages
820,          Berber languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Berber languages
821,            Kabyle,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kabyle
822,            Tamazight,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tamazight
823,"            Berber languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Berber languages, n.i.e."
824,          Chadic languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Chadic languages
825,            Hausa,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hausa
826,            Mina,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mina
827,          Coptic,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Coptic
828,          Cushitic languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Cushitic languages
829,            Bilen,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Bilen
830,            Oromo,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Oromo
831,            Somali,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Somali
832,"            Cushitic languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Cushitic languages, n.i.e."
833,          Semitic languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Semitic languages
834,            Amharic,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Amharic
835,            Arabic,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Arabic
836,            Aramaic languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Aramaic languages
837,              Assyrian Neo-Aramaic,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Assyrian Neo-Aramaic
838,              Chaldean Neo-Aramaic,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Chaldean Neo-Aramaic
839,"              Aramaic, n.o.s.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Aramaic, n.o.s."
840,            Harari,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Harari
841,            Hebrew,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hebrew
842,            Maltese,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Maltese
843,            Tigrigna,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tigrigna
